epoch,train_loss,val_loss,val_accuracy,val_fscore,val_precision,val_recalls
0,0.0900766948814088,0.6956884601047132,tensor(48.8075),0.4205101229575114,0.48741483450884826,0.48807495741056217
1,0.0873411984716819,0.6951582801402936,tensor(50.1704),0.38565551481630644,0.5356609048853973,0.5017035775127768
2,0.08682534082045933,0.6943522856223319,tensor(50.3407),0.3899604640733564,0.5406459454687802,0.5034071550255537
3,0.08670197657365904,0.6936963457468218,tensor(50.8518),0.4086673485197785,0.5470534199797692,0.5085178875638842
4,0.08665137548336246,0.6930210781259878,tensor(50.9370),0.4326504041465802,0.5334480113866826,0.5093696763202725
5,0.08644725505328146,0.6924020127096615,tensor(51.2777),0.45643148707302483,0.5308174160481398,0.5127768313458262
6,0.0864860180212562,0.6922873268744811,tensor(51.6184),0.4589074213471028,0.5373776339247126,0.5161839863713799
7,0.086366746644654,0.6917653347808214,tensor(51.0221),0.4638908485579308,0.5229097661238619,0.510221465076661
8,0.08638930331493855,0.6920596850588537,tensor(51.4480),0.45766966866284897,0.5340716186009395,0.514480408858603
9,0.08636807728631032,0.6922189807566914,tensor(50.9370),0.4435174193611014,0.5283900460285991,0.5093696763202725
10,0.08641945840792269,0.6922235350795661,tensor(50.9370),0.4427785246002518,0.528698977891578,0.5093696763202725
11,0.08643741748186363,0.6921743375885425,tensor(51.0221),0.44702174953316687,0.5289534192136256,0.510221465076661
12,0.0864048764107371,0.6921780840501671,tensor(50.9370),0.44570092313645704,0.5275028403374159,0.5093696763202725
13,0.08643843611099365,0.6921538149071714,tensor(51.1073),0.4490489855587271,0.5300877536138859,0.5110732538330494
14,0.08649875547380093,0.6920938524314452,tensor(51.3629),0.454355315090158,0.5336559265115162,0.5136286201022147
15,0.08637089457588615,0.6920732566404586,tensor(51.3629),0.45571327715623383,0.5330348607705897,0.5136286201022147
16,0.08639814061090438,0.6920425347615751,tensor(51.3629),0.45571327715623383,0.5330348607705897,0.5136286201022147
17,0.08631043756049372,0.6920315313582932,tensor(51.3629),0.45638451495695526,0.532733545752027,0.5136286201022147
18,0.08656010264257724,0.69205570017865,tensor(51.1073),0.4531916546711919,0.5283892738324364,0.5110732538330494
19,0.08623191134909224,0.6920182509966563,tensor(51.1925),0.45448043269761007,0.5297490412364896,0.5119250425894378
20,0.08644322642095643,0.6920204552515605,tensor(51.1925),0.45448043269761007,0.5297490412364896,0.5119250425894378
21,0.08620230686644866,0.6920186210125431,tensor(51.1925),0.45448043269761007,0.5297490412364896,0.5119250425894378
22,0.08629669065565798,0.6920125033623924,tensor(51.1925),0.45448043269761007,0.5297490412364896,0.5119250425894378
23,0.08635672553645599,0.6920146491296043,tensor(51.1925),0.45448043269761007,0.5297490412364896,0.5119250425894378
24,0.0861475303144029,0.692013161348931,tensor(51.1073),0.4531916546711919,0.5283892738324364,0.5110732538330494
