Unnamed: 0,FileName,Label,Dataset,SNR_999,training,output
0,AS_20190823_7YCEIY.wav,0,AS,8.82425737510619,1,0.5362986124039911
1,AS_20190823_9H34N3.wav,0,AS,9.32432808471386,1,0.5392462022320823
2,AS_20190823_JO5LSG.wav,0,AS,10.2381287981327,1,0.5255697325711068
3,AS_20190823_KMRF7F.wav,0,AS,9.44481452100069,0,0.5277509296266051
4,AS_20190824_84PDTA.wav,0,AS,8.07008701125795,1,0.5769956801032821
5,AS_20190824_9BHV4O.wav,0,AS,8.92927490027422,1,0.560419363323324
6,AS_20190824_G0EYWK.wav,0,AS,7.36767091787482,0,0.6233342030947736
7,AS_20190824_NMWJ26.wav,0,AS,8.02365065806013,1,0.5663186745269287
8,AS_20190824_NOBH6R.wav,0,AS,9.41356125653729,1,0.5335163512610751
9,AS_20190824_RRWHWU.wav,0,AS,8.2442611078607,1,0.6081321729565707
10,AS_20190824_SJ2LHQ.wav,0,AS,11.8448636283398,1,0.4677181983797573
11,AS_20190825_0UP5QT.wav,0,AS,7.71861792385002,1,0.5022276037805468
12,AS_20190825_2Q1VWU.wav,1,AS,7.94358344681226,1,0.4913061529148966
13,AS_20190825_8KDIAR.wav,0,AS,11.2847497765927,1,0.5993486066806611
14,AS_20190825_A9KF1P.wav,0,AS,8.15804063245464,1,0.5188913228975238
15,AS_20190825_GDGUUJ.wav,0,AS,8.25228702139953,1,0.5429460546876194
16,AS_20190825_S1MPAR.wav,1,AS,7.96552041581221,1,0.46725063642727876
17,AS_20190825_W0PBAU.wav,0,AS,8.02607139929625,1,0.5013871614599473
18,AS_20190826_3RUIOA.wav,0,AS,10.2909740977083,1,0.4753196573980357
19,AS_20190827_02TYX2.wav,0,AS,9.02965945542818,1,0.6058354930585556
20,AS_20190827_0RRIVT.wav,0,AS,11.4441143839244,1,0.5257248524507302
21,AS_20190827_1TEAMO.wav,0,AS,9.63643532503323,1,0.5457422939931165
22,AS_20190827_4FJKLS.wav,0,AS,10.0182317682762,1,0.6118125998726531
23,AS_20190827_5LX5O4.wav,0,AS,10.386940459671,1,0.4927507795327242
24,AS_20190827_8BTK4H.wav,0,AS,9.36209910876313,0,0.5919143932927569
25,AS_20190827_9XSPRR.wav,0,AS,9.99389041038934,1,0.5793643336780855
26,AS_20190827_ASS47E.wav,0,AS,11.0295458555701,1,0.5768459240246288
27,AS_20190827_C2OP6W.wav,0,AS,9.27957697296263,1,0.5507187840378391
28,AS_20190827_E1V5N2.wav,0,AS,9.72178310115836,0,0.5217060158934271
29,AS_20190827_I37KSD.wav,0,AS,9.58255062171413,1,0.5100098799464521
30,AS_20190827_K33PJS.wav,0,AS,10.018133457439,1,0.5216945415580642
31,AS_20190827_KC263G.wav,0,AS,10.6561519489558,1,0.5457338040487305
32,AS_20190827_LINCTQ.wav,0,AS,9.71294771206543,1,0.4524051065810196
33,AS_20190827_OZITJI.wav,0,AS,10.652173830183,1,0.5089670776861489
34,AS_20190827_PBVEGT.wav,0,AS,8.35999755111859,1,0.5442946700656633
35,AS_20190827_QY038V.wav,0,AS,10.7488045168312,1,0.6425955857081885
36,AS_20190827_SYZSA3.wav,0,AS,10.280328827997,1,0.46732143727429665
37,AS_20190827_U33B9J.wav,0,AS,10.3315518783625,1,0.6438213154570646
38,AS_20190827_UR7ZMS.wav,0,AS,10.06531049175,1,0.6043335676351591
39,AS_20190827_WPNF8W.wav,0,AS,11.4333329505949,1,0.6220351449929136
40,AS_20190827_ZFVSGF.wav,0,AS,10.3294550454818,1,0.5762927998847863
41,AS_20190827_ZJ63R2.wav,0,AS,9.0605033171112,1,0.5736305781497026
42,AS_20190828_GSG8Y6.wav,0,AS,10.4227144681318,1,0.5902039489740306
43,AS_20190828_KGRUI2.wav,0,AS,11.795151047528,0,0.6582017421521181
44,AS_20190828_N4Q5JU.wav,0,AS,10.3526171950608,1,0.6356426519753232
45,AS_20190828_NP97BX.wav,0,AS,10.8843853934274,1,0.6160345754694251
46,AS_20190828_P36QSF.wav,0,AS,11.0711368757567,1,0.6034993911979688
47,AS_20190828_QT4FDN.wav,0,AS,11.8376694463851,0,0.5761539406679321
