FileName,Label,Dataset,SNR_999,output
AS_20190823_7YCEIY.wav,0,AS,8.82425737510619,0.7335163363903762
AS_20190823_9H34N3.wav,0,AS,9.32432808471386,0.7494993437191562
AS_20190823_JO5LSG.wav,0,AS,10.2381287981327,0.4263843915620044
AS_20190823_KMRF7F.wav,0,AS,9.44481452100069,0.7076431127972354
AS_20190824_84PDTA.wav,0,AS,8.07008701125795,0.9554774980170854
AS_20190824_9BHV4O.wav,0,AS,8.92927490027422,0.10237382032535701
AS_20190824_G0EYWK.wav,0,AS,7.36767091787482,0.5745081807612904
AS_20190824_NMWJ26.wav,0,AS,8.02365065806013,0.667319247397632
AS_20190824_NOBH6R.wav,0,AS,9.41356125653729,0.36467463881709217
AS_20190824_RRWHWU.wav,0,AS,8.2442611078607,0.8560179623185652
AS_20190824_SJ2LHQ.wav,0,AS,11.8448636283398,0.1168119275935443
AS_20190825_0UP5QT.wav,0,AS,7.71861792385002,0.41755901097933
AS_20190825_2Q1VWU.wav,1,AS,7.94358344681226,0.31226413618439375
AS_20190825_8KDIAR.wav,0,AS,11.2847497765927,0.14961379292014723
AS_20190825_A9KF1P.wav,0,AS,8.15804063245464,0.24746885414700753
AS_20190825_GDGUUJ.wav,0,AS,8.25228702139953,0.554682432959741
AS_20190825_S1MPAR.wav,1,AS,7.96552041581221,0.5206739944004907
AS_20190825_W0PBAU.wav,0,AS,8.02607139929625,0.25295554400936215
AS_20190826_3RUIOA.wav,0,AS,10.2909740977083,0.1067945531377374
AS_20190827_02TYX2.wav,0,AS,9.02965945542818,0.261021369409739
AS_20190827_0RRIVT.wav,0,AS,11.4441143839244,0.016494351635567915
AS_20190827_1TEAMO.wav,0,AS,9.63643532503323,0.4369381138446161
AS_20190827_4FJKLS.wav,0,AS,10.0182317682762,0.25943678467490294
AS_20190827_5LX5O4.wav,0,AS,10.386940459671,0.46679915054562
AS_20190827_8BTK4H.wav,0,AS,9.36209910876313,0.14808115060012986
AS_20190827_9XSPRR.wav,0,AS,9.99389041038934,0.13344498533952606
AS_20190827_ASS47E.wav,0,AS,11.0295458555701,0.07598131036348306
AS_20190827_C2OP6W.wav,0,AS,9.27957697296263,0.03520850891802204
AS_20190827_E1V5N2.wav,0,AS,9.72178310115836,0.5086960298860457
AS_20190827_I37KSD.wav,0,AS,9.58255062171413,0.1284438112612856
AS_20190827_K33PJS.wav,0,AS,10.018133457439,0.08133482335030578
AS_20190827_KC263G.wav,0,AS,10.6561519489558,0.1062730234854281
AS_20190827_LINCTQ.wav,0,AS,9.71294771206543,0.28457499667305214
AS_20190827_OZITJI.wav,0,AS,10.652173830183,0.2192833370723034
AS_20190827_PBVEGT.wav,0,AS,8.35999755111859,0.28565569046760036
AS_20190827_QY038V.wav,0,AS,10.7488045168312,0.25414167524130443
AS_20190827_SYZSA3.wav,0,AS,10.280328827997,0.1367304310663915
AS_20190827_U33B9J.wav,0,AS,10.3315518783625,0.1287318404835255
AS_20190827_UR7ZMS.wav,0,AS,10.06531049175,0.24590409592662116
AS_20190827_WPNF8W.wav,0,AS,11.4333329505949,0.10100951585104956
AS_20190827_ZFVSGF.wav,0,AS,10.3294550454818,0.4398492799338729
AS_20190827_ZJ63R2.wav,0,AS,9.0605033171112,0.15795715604024346
AS_20190828_GSG8Y6.wav,0,AS,10.4227144681318,0.2155927934953115
AS_20190828_KGRUI2.wav,0,AS,11.795151047528,0.17378492299551118
AS_20190828_N4Q5JU.wav,0,AS,10.3526171950608,0.0653684851296509
AS_20190828_NP97BX.wav,0,AS,10.8843853934274,0.07804913552518396
AS_20190828_P36QSF.wav,0,AS,11.0711368757567,0.17810074040130658
AS_20190828_QT4FDN.wav,0,AS,11.8376694463851,0.0765092056824567
AS_20190828_RSPRQH.wav,0,AS,11.3635838945238,0.060535986709649256
AS_20190828_SSLRX0.wav,0,AS,11.7470594270114,0.14435501363863545
AS_20190828_UBPD9J.wav,0,AS,10.1150041877569,0.10488525917158154
AS_20190828_UY0IPQ.wav,0,AS,10.2027485295815,0.16667592188866603
AS_20190828_WL8Y5A.wav,0,AS,10.6765129867441,0.14541535063390484
AS_20190828_WQTWZF.wav,0,AS,9.80537782964736,0.2602162691223549
AS_20190828_YSXUZ7.wav,0,AS,10.3800821162706,0.11058022875166014
AS_20190901_9A7JU6.wav,0,AS,9.97865136147748,0.4557383905667346
AS_20190901_BNFCX3.wav,0,AS,8.96747546892053,0.3341776808178253
AS_20190901_JTX6XC.wav,0,AS,9.86277085679125,0.3208122452099267
AS_20190901_QEA8FL.wav,0,AS,9.00807967579045,0.4701318807352556
AS_20190901_Y63A1N.wav,0,AS,11.3566197719135,0.15809850043447662
AS_20190902_10C88N.wav,0,AS,9.88208055050016,0.2671548733518298
AS_20190902_B0WFBH.wav,0,AS,9.50600626472426,0.43541348261454843
AS_20190902_B9SYUK.wav,1,AS,30.7666258470187,0.4718071580484074
AS_20190902_BABYDP.wav,0,AS,8.40297136866418,0.12869249927208765
AS_20190902_JPY5J8.wav,0,AS,9.12164072882254,0.16244528439400646
AS_20190903_4NSUUC.wav,0,AS,9.82830085303275,0.4765184455928178
AS_20190903_9EIDEX.wav,0,AS,14.2020611943996,0.9398855242536127
AS_20190903_FIYRCH.wav,0,AS,10.2261847578016,0.4654455054531317
AS_20190903_UYWDJL.wav,0,AS,9.76198105532441,0.3031071330554766
AS_20190903_WG1L85.wav,0,AS,9.90392350192413,0.5513040433841574
AS_20190903_YQZBRM.wav,0,AS,10.2934449221761,0.6537827537142927
AS_20190904_1RJ79M.wav,0,AS,12.613718835241,0.19222776845190398
AS_20190904_JRQ5G8.wav,0,AS,11.1698288809428,0.6141819797960046
AS_20190904_QNHMNG.wav,0,AS,12.0242088211491,0.08689793073355428
AS_20190904_W0DKG3.wav,0,AS,9.17727564355166,0.37386652152397826
AS_20190917_1OBQF1.wav,1,AS,8.27128317245607,0.9110835787147621
AS_20190917_2CYV2O.wav,1,AS,7.95346177411982,0.8435500945998853
AS_20190917_3C5987.wav,1,AS,6.95279983635353,0.8717784568860472
AS_20190917_92XTTA.wav,0,AS,7.75165349587524,0.691628171226067
AS_20190917_ANYI7X.wav,1,AS,7.60898133736699,0.9906131212649494
AS_20190917_C81ZEH.wav,1,AS,8.98423250886451,0.8439575449406619
AS_20190917_HCTAR6.wav,1,AS,8.29082340552131,0.8534645105066683
AS_20190917_J38XNG.wav,1,AS,8.14725180003612,0.9291623759627112
AS_20190917_K70F28.wav,1,AS,8.07036200475763,0.7646752918470401
AS_20190917_NDL3NH.wav,1,AS,7.09944644423569,0.8004262537974025
AS_20190917_QX93F7.wav,0,AS,8.98966507873653,0.6614359153698233
AS_20190917_UN124E.wav,0,AS,7.50037822199659,0.6469687090272146
AS_20190917_VKF7TO.wav,0,AS,8.13325716418427,0.35088323690256806
AS_20190917_XE2RCT.wav,1,AS,8.15982455651558,0.9563633275455969
AS_20190917_Y37LXN.wav,0,AS,8.79747773528978,0.6447608383435316
AS_20190917_Z63LY2.wav,1,AS,8.57523285297079,0.7508381562342936
AS_20190917_ZS3LIB.wav,1,AS,7.462312300016,0.9124551413641955
AS_20190919_0GZLXR.wav,1,AS,12.3854059188941,0.21790918789885927
AS_20190919_45KWE8.wav,1,AS,12.5200753021223,0.20492824088672024
AS_20190919_5BZSAB.wav,0,AS,30.2592150604231,0.07221766518338328
AS_20190919_5ILYFK.wav,1,AS,13.0732372285887,0.2547960322716566
AS_20190919_5UOWD5.wav,0,AS,12.0055131078475,0.14150049204694515
AS_20190919_5ZZQ0F.wav,1,AS,10.6996840094961,0.5490151603644362
AS_20190919_A1UFV6.wav,1,AS,16.1250418062808,0.4522575218093901
AS_20190919_BORC9O.wav,1,AS,9.89596161627529,0.4979415991914404
AS_20190919_ENUKD4.wav,0,AS,13.1402358998059,0.2177707236143215
AS_20190919_EZ67IQ.wav,1,AS,12.0565002646625,0.24763570668565119
AS_20190919_GTOJV0.wav,1,AS,10.9418243931289,0.3071438742648255
AS_20190919_HFZ59E.wav,0,AS,11.9064315310315,0.19738836835084245
AS_20190919_I3HP8P.wav,1,AS,11.6797170090724,0.6282489114321377
AS_20190919_ICL15S.wav,0,AS,11.7383883842806,0.3224529166929213
AS_20190919_L8QCTM.wav,1,AS,12.4446035250816,0.2541298903516672
AS_20190919_LD6DUM.wav,0,AS,13.6024300300103,0.24821670070538188
AS_20190919_LXBAWD.wav,1,AS,9.88000923498581,0.3283609760878247
AS_20190919_M32O7S.wav,1,AS,10.3952786238738,0.7051345768190571
AS_20190919_PCGMY3.wav,1,AS,11.2826771548786,0.5291016947645739
AS_20190919_TH6RGH.wav,1,AS,9.62223186598295,0.3100744703691063
AS_20190919_W3UOGK.wav,1,AS,13.5898215656714,0.6844681283185408
AS_20190919_W4DAE3.wav,1,AS,10.693598151056,0.5708649198805029
AS_20190919_Z4FV67.wav,0,AS,11.8114337970564,0.26190172696745895
AS_20190920_29B8WY.wav,0,AS,12.3461577952462,0.08240754730182732
AS_20190920_2LW7B8.wav,0,AS,11.0472776293443,0.1409016270426395
AS_20190920_I442SL.wav,0,AS,10.9783270069026,0.3779726383867022
AS_20190920_MBVUTM.wav,0,AS,11.7624255626118,0.26113661803001614
AS_20190920_PVZ9C8.wav,0,AS,11.7548026925343,0.16403892696585046
AS_20190920_QE92CY.wav,0,AS,13.2693731279333,0.3004772007270966
AS_20190920_RNC2VM.wav,0,AS,10.8524877180566,0.1779405589060063
AS_20190920_TWSA36.wav,0,AS,11.5232502304894,0.44910300151161214
AS_20190920_W7O2Y4.wav,0,AS,11.5800046666132,0.2751678070909887
AS_20190920_ZJKRCL.wav,0,AS,13.041591259807,0.23903835859730124
