epoch,train_loss,val_loss,val_accuracy,val_fscore,val_precision,val_recalls
0,0.41739522145206764,2.388384334882642,52.38500851788756,0.5039598296420673,0.5213037565655183,0.5238500851788757
1,0.16298738178453948,1.4723308821553063,52.55536626916525,0.5202072500726994,0.5236651352781743,0.5255536626916525
2,0.13375491034715695,2.761121480184682,51.192504258943785,0.480768397015344,0.50620288035844,0.5119250425894378
3,0.10616696465284305,2.8998463852442105,50.59625212947189,0.4198013403826144,0.4867543487848353,0.5059625212947189
4,0.10718400309856672,2.7669967695232955,51.53321976149915,0.4491790293340617,0.5093507858438204,0.5153321976149915
5,0.09853466980439379,2.6260931727427232,49.31856899488927,0.42862062516748894,0.5071582420858728,0.49318568994889267
6,0.09133129148554982,2.3885336239049546,49.23339011925042,0.4105805876284099,0.5094044770611492,0.49233390119250425
7,0.09184364720394737,2.427497653376305,51.959114139693355,0.44985369437173456,0.5176184984999374,0.5195911413969335
8,0.09753608875704887,2.3770701377517724,52.21465076660988,0.45316398334756836,0.5225860232310625,0.5221465076660988
9,0.0954226019149436,2.7635710068821298,52.38500851788756,0.4813494437658061,0.5224717831593301,0.5238500851788757
10,0.09911886344278666,2.75652775894438,52.81090289608177,0.44318338031363785,0.5403473618400358,0.5281090289608177
11,0.09689335643796992,2.0582439942091857,52.12947189097104,0.5148726834384335,0.5190858198259563,0.5212947189097104
12,0.08768307793409305,1.8659835767502273,53.57751277683135,0.46876001947312784,0.5492431404375592,0.5357751277683135
13,0.08842728464226973,1.979008686806518,54.429301533219764,0.5213004090490939,0.5463381463129156,0.5442930153321976
14,0.09000312977267387,2.416864669708824,48.126064735945484,0.31790790324343504,0.3628536092174355,0.48126064735945484
15,0.0874076487605733,1.7672958528365958,52.81090289608177,0.40992306858438177,0.567772595739532,0.5281090289608177
16,0.088756718456297,1.5353570289059433,51.70357751277683,0.36871171649069023,0.5305297572186946,0.5170357751277683
17,0.09469402571369831,3.440142178657311,54.770017035775126,0.5391002463182243,0.5471076702389572,0.5477001703577513
18,0.13862111027079418,2.55941953082304,50.25553662691652,0.38387138374776225,0.4564567757896679,0.5025553662691652
19,0.09730801001527256,2.2865959533840874,52.89608177172061,0.5078474563366389,0.5274142805523429,0.5289608177172062
