epoch,train_loss,val_loss,val_accuracy,val_fscore,val_precision,val_recalls
0,0.08725661198895676,0.6927761300459022,52.81090289608177,0.4650587535750101,0.5297048118667067,0.5281090289608177
1,0.0862094139156485,0.697644047274094,52.981260647359456,0.5172545398837843,0.5409560851593234,0.5298126064735945
2,0.08531757555509868,0.6936470800201572,54.088586030664395,0.5201440466578039,0.5404760180462921,0.540885860306644
3,0.0838585232612782,0.7057208271611488,50.936967632027255,0.5014577853104496,0.5057548586795025,0.5093696763202725
4,0.08132261806860902,0.7167246847380162,51.61839863713799,0.5000817721116335,0.5116974242667454,0.5161839863713799
5,0.07827888201950188,0.7397174615876232,54.003407155025556,0.5357401963682092,0.5462334681865187,0.5400340715502555
6,0.07536381542234492,0.7570122787046676,51.0221465076661,0.508321471196405,0.5134501405231583,0.510221465076661
7,0.07218136436060855,0.7668012555250724,53.4923339011925,0.5350637374756417,0.5357288675774249,0.534923339011925
8,0.06847903603001644,0.7783237537289803,53.4923339011925,0.5236847652824305,0.5327790062744242,0.534923339011925
9,0.06607130925458177,0.8125452974992067,54.34412265758092,0.5427230176352603,0.5427144482709999,0.5434412265758092
10,0.06344907373414004,0.8248551968212225,54.770017035775126,0.5439721808539011,0.5463024466848759,0.5477001703577513
11,0.06160136975740132,0.8525323877951965,53.83304940374787,0.538469906431846,0.5388091950465719,0.5383304940374787
12,0.058497089586759865,0.8979738522225791,52.55536626916525,0.5249120195924294,0.5279177189954952,0.5255536626916525
13,0.05639943058329417,0.9442010082215629,54.770017035775126,0.5468119489087403,0.5468976478537789,0.5477001703577513
14,0.056290388752643326,0.9065700971491292,56.04770017035775,0.5414698912175068,0.563475710140442,0.5604770017035775
15,0.05408437169584117,0.919308418106586,54.770017035775126,0.5463195279786645,0.546696919080231,0.5477001703577513
16,0.05164028999500705,0.9824953205134637,54.25894378194208,0.5420917643047842,0.5420103940935487,0.5425894378194208
17,0.051281472112899434,1.0180354339706836,55.70698466780239,0.5431919025130593,0.5577992434490556,0.5570698466780238
18,0.0485988760353031,1.030758867881164,55.02555366269165,0.5378319398691143,0.5498074134779745,0.5502555366269165
19,0.048843213992011275,1.0359803477787688,55.877342419080065,0.5478644002974079,0.5589064990704473,0.5587734241908007
