epoch,train_loss,val_loss,val_accuracy,val_fscore,val_precision,val_recalls
0,0.08728915795347744,0.6952309604397827,tensor(51.4480),0.4929063043597987,0.510176127476834,0.514480408858603
1,0.08659250359786184,0.6963033911722888,tensor(47.9557),0.47516671882803785,0.4821421000187539,0.479557069846678
2,0.08616817617774906,0.6975741357982057,tensor(49.7445),0.47903672840521844,0.5042985209421014,0.49744463373083475
3,0.08573148569666353,0.6982624851662215,tensor(49.0630),0.4833750788575803,0.48675908035636345,0.4906303236797274
4,0.08497412660068139,0.7031018059745152,tensor(48.0409),0.46945243649830126,0.4837853926338201,0.4804088586030664
5,0.08409321949894268,0.7068470791616879,tensor(48.8927),0.48530220880116187,0.4864495271734664,0.4889267461669506
6,0.08301025390625,0.7088900928399835,tensor(49.9148),0.49884527640032794,0.4987275417492025,0.4991482112436116
7,0.08131521124588816,0.7164897305392731,tensor(51.1073),0.5104356687065512,0.5103790340450405,0.5110732538330494
8,0.0795387577831297,0.7247325058080878,tensor(50.8518),0.5071245893301403,0.5108477479504552,0.5085178875638842
9,0.07812033746475563,0.7311308262092291,tensor(51.1073),0.5100746846465245,0.5131582531268616,0.5110732538330494
10,0.07682844348419877,0.7327518272237437,tensor(51.6184),0.5080162638163174,0.5134578277986341,0.5161839863713799
11,0.07578273687147556,0.7421967203409952,tensor(51.1073),0.5096405556091429,0.5134758372712203,0.5110732538330494
12,0.07308402843045113,0.7543373725280241,tensor(49.8296),0.49796778143415604,0.4978478530390309,0.49829642248722317
13,0.07306368031896146,0.7676130679437615,tensor(50.2555),0.5011873093829278,0.5013615065454763,0.5025553662691652
14,0.07090386182742012,0.7828730787491677,tensor(51.0221),0.507761140681754,0.5132346768923333,0.510221465076661
15,0.070034794628172,0.7781032514734609,tensor(50.9370),0.5064463847130762,0.5075779408697093,0.5093696763202725
16,0.06810978710203243,0.8081368894349574,tensor(51.3629),0.5134856937319561,0.5148546519002143,0.5136286201022147
17,0.06757981379229323,0.8194208589891762,tensor(50.4259),0.49980906681409143,0.5018459874085855,0.504258943781942
18,0.06605025900933975,0.7966695447187407,tensor(51.0221),0.5065273884126809,0.508198734590214,0.510221465076661
19,0.06522667447427162,0.8195580621797344,tensor(51.4480),0.5141372804830582,0.5140358160853304,0.514480408858603
20,0.06338279322574013,0.8247711912330614,tensor(50.1704),0.501811718289221,0.5020428353940972,0.5017035775127768
21,0.0625076913475094,0.8367010578386219,tensor(50.9370),0.5085194356211794,0.5085230426717102,0.5093696763202725
22,0.06156457886660009,0.849226412009543,tensor(50.9370),0.5091642920054469,0.5090652353712062,0.5093696763202725
23,0.06044196795700188,0.8633093718166449,tensor(49.9148),0.4990202920050313,0.5002968986366748,0.4991482112436116
24,0.0595986364837876,0.8784821823467794,tensor(49.1482),0.4907844991611662,0.49068584569715806,0.49148211243611584
